"","listing_id","Mean","Max","Min","Median","Std"
"3800",3406155,21,29,5,24,9
"3801",3406187,30,31,28,30,1
"3802",3406196,24,31,3,29,12
"3803",3406198,28,31,15,30,6
"3804",3406250,19,30,6,26,11
"3805",3406275,23,30,5,28,10
"3806",3406292,14,30,2,8,12
"3807",3406385,28,31,3,30,8
"3808",3406843,22,31,4,28,12
"3809",3409024,14,24,3,13,7
"3810",3415001,28,31,10,30,6
"3811",3415789,17,31,1,15,11
"3812",3415805,29,31,3,30,5
"3813",3415843,17,31,4,14,9
"3814",3415972,20,31,3,27,11
"3815",3416220,25,31,1,28,8
"3816",3416478,26,31,1,30,9
"3817",3417909,29,31,25,30,3
"3818",3418138,20,31,3,16,9
"3819",3421544,20,30,7,22,7
"3820",3424879,28,30,19,29,4
"3821",3425547,20,31,1,24,11
"3822",3425736,23,31,13,22,6
"3823",3425823,26,31,3,30,8
"3824",3426001,19,24,15,19,4
"3825",3426029,25,31,2,30,11
"3826",3426310,30,31,28,30,1
"3827",3427150,22,28,9,24,7
"3828",3427874,17,29,10,14,7
"3829",3428468,18,31,5,17,9
"3830",3429244,5,11,2,2,5
"3831",3429256,13,18,8,13,7
"3832",3433183,14,27,4,13,9
"3833",3434465,27,31,1,30,10
"3834",3434806,30,31,20,31,2
"3835",3434877,15,26,2,18,9
"3836",3434996,28,31,3,30,7
"3837",3435076,24,31,1,30,10
"3838",3442385,17,30,1,17,11
"3839",3442444,27,31,3,30,8
"3840",3443118,30,31,28,31,1
"3841",3443845,28,31,3,30,8
"3842",3444210,26,31,17,27,5
"3843",3448162,30,31,24,30,2
"3844",3448912,28,31,12,30,6
"3845",3449278,20,30,9,22,11
"3846",3449285,28,31,3,30,8
"3847",3449394,25,31,9,30,9
"3848",3449486,11,30,1,6,11
"3849",3449802,28,31,3,30,8
"3850",3451010,22,30,15,22,11
"3851",3452741,25,31,2,30,11
"3852",3456536,27,31,3,30,9
"3853",3457587,26,31,6,30,10
"3854",3458117,26,31,5,29,7
"3855",3458316,9,31,1,8,10
"3856",3458347,23,31,2,29,10
"3857",3458619,29,31,9,30,7
"3858",3458838,28,31,3,30,8
"3859",3459000,26,31,3,30,8
"3860",3459024,26,31,2,31,11
"3861",3461441,25,31,3,30,12
"3862",3467767,26,31,3,30,9
"3863",3468400,26,31,1,30,10
"3864",3468811,24,31,1,30,11
"3865",3468968,16,30,4,15,13
"3866",3469142,26,31,15,29,6
"3867",3469264,10,10,10,10,NA
"3868",3471621,27,31,16,28,5
"3869",3471735,27,31,3,30,8
"3870",3473426,11,16,5,13,5
"3871",3477541,9,17,2,9,6
"3872",3478700,25,31,3,30,10
"3873",3479287,26,31,17,27,6
"3874",3479524,19,31,3,29,15
"3875",3479862,20,31,2,22,11
"3876",3481349,28,31,3,30,8
"3877",3482012,28,31,3,30,8
"3878",3482200,29,31,3,31,6
"3879",3482674,27,31,1,30,8
"3880",3483267,8,9,6,8,2
"3881",3483957,29,31,7,30,6
"3882",3489082,16,24,2,23,12
"3883",3489171,10,17,3,9,6
"3884",3489542,10,16,5,10,8
"3885",3489649,2,3,2,2,1
"3886",3489739,9,29,2,2,13
"3887",3490063,24,24,24,24,0
"3888",3490148,24,31,3,26,8
"3889",3490242,20,31,1,22,11
"3890",3490714,20,28,12,20,11
"3891",3492268,27,31,3,30,8
"3892",3492290,15,28,1,15,9
"3893",3492467,28,31,3,30,7
"3894",3492696,26,31,3,30,7
"3895",3492993,28,31,3,30,8
"3896",3498663,27,31,3,30,8
"3897",3498884,24,31,5,30,9
"3898",3499011,21,31,3,26,11
"3899",3499099,21,31,6,26,11
"3900",3499121,26,31,1,30,10
"3901",3499182,23,31,2,30,12
"3902",3499218,16,16,16,16,NA
"3903",3499226,30,31,28,30,1
"3904",3499364,10,27,2,7,8
"3905",3500877,20,29,5,23,7
"3906",3501411,24,31,3,30,10
"3907",3502265,21,31,15,18,7
"3908",3506667,12,26,3,8,12
"3909",3506724,25,30,11,27,8
"3910",3506822,26,31,5,29,9
"3911",3507387,27,31,3,30,8
"3912",3507781,17,29,2,18,7
"3913",3507854,28,31,2,30,8
"3914",3512762,30,31,28,30,1
"3915",3513529,15,28,7,13,9
"3916",3513664,19,28,3,22,11
"3917",3513716,19,31,1,22,12
"3918",3513769,19,27,9,21,7
"3919",3513799,28,31,3,30,7
"3920",3514121,30,31,28,30,2
"3921",3514603,23,31,1,29,13
"3922",3514873,12,31,2,8,11
"3923",3515352,28,31,3,30,7
"3924",3516188,25,31,3,28,8
"3925",3516568,24,31,6,28,9
"3926",3517547,29,31,3,30,6
"3927",3518136,14,31,2,11,10
"3928",3520194,25,31,4,29,10
"3929",3522081,30,31,18,30,3
"3930",3522202,27,31,20,29,5
"3931",3522326,23,31,1,30,11
"3932",3522433,25,31,1,30,10
"3933",3522616,10,17,2,10,8
"3934",3522623,4,9,1,3,4
"3935",3522650,30,31,28,30,1
"3936",3522757,21,28,1,28,13
"3937",3522762,28,31,3,30,8
"3938",3523101,17,24,3,19,5
"3939",3523410,26,31,3,30,10
"3940",3523765,19,31,4,18,11
"3941",3524577,17,31,5,17,10
"3942",3524980,14,23,5,13,9
"3943",3525230,28,31,5,30,8
"3944",3526475,28,31,3,30,8
"3945",3526523,16,31,3,8,14
"3946",3533940,29,31,3,31,5
"3947",3534385,14,21,7,13,4
"3948",3534391,26,31,5,30,9
"3949",3534807,27,31,7,30,7
"3950",3534820,20,30,3,22,13
"3951",3535055,23,31,2,30,11
"3952",3535464,11,23,2,11,8
"3953",3536209,27,31,1,30,8
"3954",3543278,19,29,9,20,11
"3955",3544455,27,31,4,30,9
"3956",3544939,22,29,14,22,11
"3957",3545282,16,29,4,16,11
"3958",3545337,2,3,1,2,1
"3959",3548424,27,31,3,30,8
"3960",3548940,28,31,3,30,8
"3961",3553736,5,5,5,5,0
"3962",3553797,22,29,3,28,13
"3963",3553812,28,31,3,30,8
"3964",3553906,29,31,20,30,4
"3965",3554080,25,31,11,30,9
"3966",3555021,17,30,9,18,7
"3967",3555199,16,23,8,16,11
"3968",3555889,27,31,1,30,9
"3969",3556684,29,31,3,30,5
"3970",3556824,28,31,17,30,5
"3971",3563633,8,14,2,9,6
"3972",3563801,13,31,2,7,13
"3973",3565381,25,31,5,29,9
"3974",3565667,8,21,1,4,8
"3975",3571163,25,31,3,30,8
"3976",3571393,26,31,1,30,9
"3977",3571803,22,31,7,28,10
"3978",3572750,29,31,3,30,6
"3979",3573613,29,31,3,31,6
"3980",3574513,23,31,3,26,9
"3981",3578165,28,31,3,30,8
"3982",3578791,28,31,3,30,6
"3983",3578804,28,31,3,30,7
"3984",3579696,27,31,3,30,8
"3985",3580130,24,31,2,30,11
"3986",3580200,20,31,3,24,12
"3987",3580254,14,29,1,13,14
"3988",3580737,28,31,3,30,8
"3989",3585595,28,31,24,28,5
"3990",3585674,27,31,3,28,7
"3991",3585821,26,31,7,28,7
"3992",3585842,11,14,8,11,4
"3993",3585936,28,31,3,30,7
"3994",3586074,17,28,4,20,12
"3995",3586155,6,10,2,6,4
"3996",3586444,27,31,3,30,7
"3997",3586475,28,31,10,30,6
"3998",3587198,25,31,3,29,7
"3999",3587507,29,31,25,30,3
"4000",3588344,29,31,3,31,5
"4001",3588466,28,31,3,30,8
"4002",3594748,26,31,13,28,7
"4003",3594920,23,31,3,28,12
"4004",3595373,28,31,3,30,8
"4005",3595418,29,31,21,30,3
"4006",3595701,20,28,1,21,9
"4007",3596014,24,31,3,27,8
"4008",3596236,28,31,3,30,6
"4009",3597242,22,31,10,23,8
"4010",3598289,28,31,3,30,7
"4011",3600349,17,31,1,20,11
"4012",3600691,18,30,1,17,9
"4013",3604574,22,31,2,27,10
"4014",3604930,24,31,12,28,7
"4015",3605542,10,23,2,10,7
"4016",3605647,16,29,3,16,18
"4017",3605798,20,31,3,23,12
"4018",3605951,22,31,3,24,8
"4019",3605984,25,31,1,30,10
"4020",3606082,2,2,2,2,NA
"4021",3608543,25,31,7,30,10
"4022",3608674,29,31,3,30,5
"4023",3608686,19,31,1,24,12
"4024",3609693,24,31,1,30,11
"4025",3610991,24,30,15,26,6
"4026",3616083,29,31,1,31,7
"4027",3616995,27,31,6,30,9
"4028",3617248,15,31,1,15,9
"4029",3618330,27,31,24,27,3
"4030",3618636,24,31,4,27,8
"4031",3620287,23,31,5,28,10
"4032",3621781,28,31,3,30,6
"4033",3621885,25,31,1,30,10
"4034",3628217,22,31,1,30,11
"4035",3628791,25,31,1,30,11
"4036",3629214,24,31,2,30,10
"4037",3629493,17,31,1,20,13
"4038",3629598,25,31,3,30,9
"4039",3630035,26,31,3,30,7
"4040",3630165,21,21,21,21,NA
"4041",3631772,3,4,2,3,1
"4042",3632153,25,31,1,30,11
"4043",3635009,19,31,3,21,12
"4044",3637319,3,3,3,3,NA
"4045",3638271,25,31,2,30,11
"4046",3638462,15,31,8,14,9
"4047",3638757,22,31,1,30,12
"4048",3638794,30,31,25,31,2
"4049",3638964,9,18,1,8,7
"4050",3638976,21,31,3,24,10
"4051",3639573,18,29,1,18,9
"4052",3639647,16,23,8,15,6
"4053",3639689,25,31,6,28,8
"4054",3641950,29,31,14,30,5
"4055",3645522,30,31,28,31,1
"4056",3645790,28,31,21,30,3
"4057",3645816,10,18,3,9,8
"4058",3645965,25,31,3,29,8
"4059",3645983,30,31,28,31,1
"4060",3646039,26,31,3,30,8
"4061",3646230,24,31,2,27,11
"4062",3646756,18,29,5,21,11
"4063",3646849,28,31,3,30,8
"4064",3646881,28,31,1,31,7
"4065",3647154,27,31,6,30,8
"4066",3647250,10,25,1,8,11
"4067",3647398,26,31,1,30,9
"4068",3648027,23,31,14,22,7
"4069",3648161,28,31,3,30,7
"4070",3648386,27,31,22,29,4
"4071",3648797,28,31,3,30,6
"4072",3654350,29,31,3,30,6
"4073",3654812,28,31,5,30,6
"4074",3655214,28,29,26,28,2
"4075",3655296,28,31,1,30,8
"4076",3655398,30,31,28,31,1
"4077",3655907,11,15,2,12,5
"4078",3656211,27,31,3,30,8
"4079",3656216,28,31,5,30,6
"4080",3656295,4,7,2,4,4
"4081",3656296,24,31,2,30,13
"4082",3657010,30,31,28,31,1
"4083",3657253,27,31,3,30,9
"4084",3657826,18,31,4,20,10
"4085",3658809,25,31,3,30,11
"4086",3659724,25,31,3,30,10
"4087",3667193,28,31,3,30,6
"4088",3667468,23,31,1,28,10
"4089",3668157,4,5,2,4,2
"4090",3668414,26,31,3,30,9
"4091",3668633,10,19,1,10,13
"4092",3668841,29,31,3,31,6
"4093",3669962,7,14,1,8,5
"4094",3670738,3,5,1,3,3
"4095",3672135,28,31,3,30,8
"4096",3672375,29,31,14,30,5
"4097",3677782,27,31,21,28,4
"4098",3678154,24,31,6,29,10
"4099",3679060,20,28,3,22,7
"4100",3679428,18,31,1,18,11
"4101",3679956,14,29,2,10,14
"4102",3680064,19,31,3,16,11
"4103",3680080,27,31,3,30,8
"4104",3680362,22,31,7,24,9
"4105",3681398,29,31,3,30,6
"4106",3681462,15,25,9,15,6
"4107",3687063,26,31,9,28,6
"4108",3688606,14,26,4,16,8
"4109",3688882,12,31,1,8,10
"4110",3689726,22,27,18,22,3
"4111",3689904,27,31,1,30,10
"4112",3690292,24,31,3,30,11
"4113",3691501,13,29,4,6,11
"4114",3691567,16,29,4,16,13
"4115",3692712,25,31,21,23,5
"4116",3696800,29,31,3,31,5
"4117",3696909,18,30,2,22,10
"4118",3697772,1,1,1,1,NA
"4119",3698044,29,31,3,30,6
"4120",3698403,29,31,3,30,6
"4121",3698573,24,31,2,30,11
"4122",3699525,30,31,28,31,1
"4123",3700007,28,31,6,30,7
"4124",3701026,30,31,28,30,2
"4125",3701687,27,31,4,30,7
"4126",3705549,2,2,1,2,1
"4127",3705710,26,31,6,30,9
"4128",3706058,29,31,17,30,4
"4129",3706126,26,31,3,30,9
"4130",3706495,28,31,3,30,6
"4131",3707984,14,18,5,14,5
"4132",3708114,19,31,4,20,11
"4133",3711770,22,28,14,22,5
"4134",3712391,28,31,6,30,7
"4135",3712778,29,31,3,30,6
"4136",3713161,5,11,2,4,4
"4137",3713191,25,31,3,30,10
"4138",3713438,28,31,3,30,7
"4139",3713571,14,29,2,15,9
"4140",3713812,26,27,26,26,1
"4141",3714284,18,31,1,21,12
"4142",3715079,10,13,6,10,5
"4143",3715176,18,26,4,20,7
"4144",3721456,13,17,8,14,4
"4145",3721635,7,9,5,6,2
"4146",3721686,26,31,1,30,9
"4147",3721908,28,31,3,30,8
"4148",3721991,28,31,6,30,8
"4149",3721998,28,31,1,31,8
"4150",3722293,10,22,1,8,9
"4151",3722391,29,31,3,30,6
"4152",3722533,26,31,3,30,9
"4153",3723320,5,12,1,4,4
"4154",3723459,30,31,26,30,1
"4155",3724871,20,30,5,22,9
"4156",3724978,19,31,1,21,12
"4157",3730162,28,31,3,30,7
"4158",3730499,28,31,8,30,6
"4159",3731045,9,12,6,9,4
"4160",3731184,14,31,3,13,10
"4161",3731634,28,31,3,30,8
"4162",3732068,25,31,8,27,6
"4163",3732423,29,31,3,30,5
"4164",3732664,6,7,4,6,2
"4165",3733497,17,29,6,17,11
"4166",3734822,30,31,27,31,1
"4167",3736038,25,31,1,30,9
"4168",3741609,13,30,1,14,10
"4169",3742006,27,31,3,30,8
"4170",3742339,7,14,1,6,5
"4171",3742700,25,31,8,26,6
"4172",3742718,28,31,3,30,7
"4173",3742995,10,31,1,6,10
"4174",3743166,17,31,3,15,11
"4175",3743191,22,31,1,30,12
"4176",3743598,28,28,27,28,1
"4177",3749016,22,31,10,24,8
"4178",3749997,25,31,1,30,12
"4179",3751706,24,31,1,30,11
"4180",3751825,28,31,3,30,8
"4181",3752564,27,31,3,30,8
"4182",3752823,26,31,2,30,10
"4183",3752832,25,31,2,30,11
"4184",3753922,26,31,6,30,9
"4185",3755128,22,31,1,29,14
"4186",3760438,23,31,1,30,12
"4187",3760508,28,31,3,30,8
"4188",3761257,27,31,3,30,8
"4189",3761889,26,31,1,30,8
"4190",3763536,28,31,1,30,8
"4191",3767973,28,31,3,30,8
"4192",3768048,26,31,3,30,9
"4193",3768209,29,31,3,30,5
"4194",3768962,24,30,4,27,11
"4195",3769178,14,14,13,14,1
"4196",3769278,14,31,1,8,14
"4197",3770360,26,31,3,30,8
"4198",3770925,14,29,6,12,11
"4199",3774294,14,28,6,14,7
"4200",3775454,30,31,28,31,1
"4201",3775803,28,31,1,30,8
"4202",3775902,25,31,3,30,9
"4203",3776027,27,31,3,30,8
"4204",3776045,18,26,3,24,10
"4205",3776110,29,31,3,30,5
"4206",3776830,28,31,3,30,8
"4207",3777130,12,16,8,12,6
"4208",3777339,28,31,3,30,8
"4209",3777675,28,31,3,30,8
"4210",3777862,5,9,1,5,6
"4211",3778181,28,31,3,30,8
"4212",3778331,13,18,8,14,5
"4213",3780011,24,31,2,28,9
"4214",3782402,28,31,4,30,8
"4215",3782977,27,31,1,30,9
"4216",3783102,29,31,3,31,5
"4217",3783193,26,31,3,30,9
"4218",3783473,7,19,1,4,8
"4219",3783686,22,31,1,28,11
"4220",3783700,24,31,18,22,7
"4221",3784168,28,31,3,30,8
"4222",3785991,21,21,21,21,NA
"4223",3786673,28,31,3,30,7
"4224",3789451,9,28,1,6,11
"4225",3792665,28,31,3,30,6
"4226",3793149,25,31,1,30,10
"4227",3793745,26,31,3,30,6
"4228",3794143,30,31,28,30,1
"4229",3795598,27,31,9,30,7
"4230",3795958,19,28,1,22,9
"4231",3796285,27,31,3,30,8
"4232",3796402,23,31,10,26,7
"4233",3796562,28,31,1,30,7
"4234",3796583,28,31,3,30,8
"4235",3802039,8,12,2,8,5
"4236",3802125,13,24,2,13,7
"4237",3802771,9,20,1,8,7
"4238",3802792,26,31,4,30,8
"4239",3802825,22,31,2,30,13
"4240",3803415,20,31,12,19,6
"4241",3803454,25,31,5,30,10
"4242",3804873,26,31,1,30,10
"4243",3806308,26,31,3,30,8
"4244",3809057,1,1,1,1,NA
"4245",3812319,20,31,3,22,10
"4246",3814228,27,31,3,30,8
"4247",3814372,30,31,28,31,1
"4248",3814713,25,31,4,28,9
"4249",3814806,5,12,1,3,6
"4250",3817911,24,31,16,24,8
"4251",3819952,19,20,18,19,1
"4252",3820076,20,31,5,19,9
"4253",3820441,14,29,3,16,10
"4254",3820626,11,16,4,12,4
"4255",3820922,27,31,12,30,6
"4256",3821516,27,31,5,30,8
"4257",3821728,25,31,3,30,9
"4258",3821835,28,31,3,30,7
"4259",3822261,18,25,2,22,9
"4260",3822672,14,26,4,14,7
"4261",3823550,2,3,1,3,1
"4262",3823791,26,31,3,30,8
"4263",3829034,22,30,12,24,6
"4264",3829484,27,31,1,30,8
"4265",3829709,18,26,5,22,10
"4266",3829875,3,3,3,3,NA
"4267",3829938,17,23,5,22,8
"4268",3830081,27,31,2,30,8
"4269",3830737,27,31,12,30,7
"4270",3831758,28,31,1,30,8
"4271",3835155,27,31,3,30,7
"4272",3835553,1,1,1,1,NA
"4273",3836023,25,31,1,30,11
"4274",3836098,11,17,5,11,8
"4275",3836290,15,31,4,12,9
"4276",3836698,27,31,1,30,8
"4277",3836934,25,31,2,30,11
"4278",3842663,28,31,3,30,6
"4279",3842943,5,6,4,5,1
"4280",3842957,17,30,1,18,10
"4281",3843294,24,31,3,30,10
"4282",3843427,22,31,1,29,11
"4283",3843485,3,3,3,3,NA
"4284",3843497,27,31,3,30,8
"4285",3843731,18,31,3,18,11
"4286",3843848,24,31,1,30,11
"4287",3844234,23,31,2,30,12
"4288",3844255,15,25,2,16,8
"4289",3844323,11,18,3,12,6
"4290",3844594,28,31,3,30,7
"4291",3846614,22,31,3,28,12
"4292",3852632,27,31,3,30,8
"4293",3852756,9,27,2,7,9
"4294",3852787,4,8,2,3,3
"4295",3853379,27,31,3,30,8
"4296",3853511,29,31,3,30,6
"4297",3853746,27,31,1,30,8
"4298",3853828,4,12,1,1,6
"4299",3854800,28,31,3,30,8
"4300",3855089,29,31,3,30,6
"4301",3856009,27,31,1,30,9
"4302",3856986,14,31,3,8,13
"4303",3860763,20,31,1,25,13
"4304",3860807,22,31,6,30,12
"4305",3861119,29,31,28,29,2
"4306",3861248,6,9,4,6,2
"4307",3861353,5,5,5,5,NA
"4308",3861364,26,31,3,30,9
"4309",3861599,17,30,2,20,12
"4310",3862176,29,31,21,30,3
"4311",3862633,19,31,2,22,12
"4312",3863940,19,30,6,20,12
"4313",3864000,26,31,2,29,8
"4314",3864265,16,30,3,13,12
"4315",3869251,29,30,27,29,2
"4316",3869557,28,31,3,30,7
"4317",3870394,29,31,3,30,6
"4318",3870530,21,28,17,19,5
"4319",3872259,29,31,3,30,5
"4320",3872366,20,31,3,18,11
"4321",3872676,29,31,3,30,5
"4322",3874312,24,31,5,29,11
"4323",3877570,24,31,3,30,10
"4324",3877598,10,21,1,7,7
"4325",3877994,26,31,3,30,8
"4326",3878381,29,31,3,30,5
"4327",3880791,27,31,1,30,10
"4328",3884772,4,4,4,4,NA
"4329",3884883,25,31,3,30,9
"4330",3884891,3,5,1,3,2
"4331",3885108,4,4,4,4,NA
"4332",3885295,27,31,3,30,9
"4333",3885771,26,31,3,30,9
"4334",3886235,11,24,3,8,8
"4335",3890068,28,31,3,30,7
"4336",3890138,30,31,28,31,1
"4337",3890314,25,31,1,30,10
"4338",3890333,10,19,1,12,7
"4339",3891146,9,9,9,9,NA
"4340",3891252,26,31,2,30,10
"4341",3892076,17,28,9,18,6
"4342",3892113,26,28,23,26,4
"4343",3892270,22,31,4,22,9
"4344",3892631,28,31,3,30,8
"4345",3893167,1,1,1,1,NA
"4346",3897835,29,31,3,30,6
"4347",3898312,29,31,21,30,4
"4348",3898785,4,4,4,4,NA
"4349",3898799,4,4,4,4,NA
"4350",3898882,4,4,4,4,NA
"4351",3898934,4,4,4,4,NA
"4352",3899342,17,30,3,16,13
"4353",3900144,21,31,5,20,8
"4354",3907925,18,31,3,22,12
"4355",3908135,15,28,1,16,13
"4356",3908383,9,12,4,10,4
"4357",3908459,24,31,1,30,11
"4358",3908712,28,31,3,30,8
"4359",3908803,28,31,4,30,6
"4360",3909405,24,31,3,30,10
"4361",3909785,2,2,1,2,1
"4362",3911220,5,9,1,5,6
"4363",3915654,23,31,3,28,10
"4364",3916150,7,9,3,8,3
"4365",3916203,26,31,1,30,9
"4366",3917150,13,20,6,13,10
"4367",3917398,30,31,28,31,1
"4368",3917413,20,31,3,30,12
"4369",3917500,24,31,1,28,9
"4370",3924609,26,31,2,30,9
"4371",3924664,11,29,1,2,16
"4372",3925690,26,31,3,30,9
"4373",3927046,29,31,24,30,3
"4374",3927526,25,31,5,30,11
"4375",3927713,15,22,6,17,8
"4376",3932400,6,14,1,5,4
"4377",3932748,28,31,3,30,8
"4378",3933163,12,28,3,8,12
"4379",3933244,30,31,28,31,1
"4380",3934136,20,31,1,30,15
"4381",3934602,26,31,5,30,9
"4382",3935540,15,15,15,15,0
"4383",3935586,28,31,20,28,3
"4384",3935637,27,31,3,30,8
"4385",3935995,29,31,3,31,5
"4386",3936009,16,30,4,19,10
"4387",3939951,25,31,14,27,6
"4388",3940145,24,31,3,30,11
"4389",3940213,14,30,2,13,12
"4390",3940407,27,31,17,28,4
"4391",3940420,16,28,6,20,8
"4392",3940519,7,17,1,5,6
"4393",3940893,30,31,28,30,2
"4394",3942215,30,31,28,30,1
"4395",3946678,30,31,29,29,1
"4396",3946783,26,31,3,30,7
"4397",3946940,26,31,18,28,5
"4398",3947264,26,31,1,30,10
"4399",3947463,29,31,4,31,6
"4400",3947896,22,31,1,28,10
"4401",3948323,25,31,1,30,12
"4402",3948485,26,31,9,30,9
"4403",3948574,28,31,1,30,8
"4404",3948647,21,31,4,25,10
"4405",3952850,19,31,1,22,12
"4406",3953047,17,17,17,17,NA
"4407",3953704,20,31,7,20,8
"4408",3954417,29,31,1,31,7
"4409",3954562,4,10,1,2,4
"4410",3955698,29,31,3,31,5
"4411",3956123,25,31,2,30,9
"4412",3956774,25,31,3,29,9
"4413",3956904,28,31,3,30,7
"4414",3957156,18,31,1,16,13
"4415",3961882,25,31,3,28,8
"4416",3962025,24,31,1,30,11
"4417",3962243,26,31,3,30,8
"4418",3962608,28,31,1,30,7
"4419",3962691,29,31,3,30,5
"4420",3962733,27,31,3,30,8
"4421",3963287,28,31,1,30,8
"4422",3963388,24,31,6,29,12
"4423",3963496,19,31,3,21,10
"4424",3964435,23,31,2,25,10
"4425",3964682,28,31,11,30,6
"4426",3965577,29,31,3,30,6
"4427",3965595,29,31,3,30,6
"4428",3966576,29,31,3,31,5
"4429",3966804,11,28,2,7,9
"4430",3967095,19,27,2,22,8
"4431",3969778,25,31,8,27,7
"4432",3970454,26,31,3,30,8
"4433",3971033,13,28,2,10,13
"4434",3971455,15,31,1,12,13
"4435",3971908,24,31,1,30,10
"4436",3971995,30,31,28,31,1
"4437",3972183,16,28,2,20,10
"4438",3972249,22,31,1,30,12
"4439",3972962,27,31,3,30,7
"4440",3973174,18,29,7,18,16
"4441",3975473,28,31,3,30,7
"4442",3978880,18,28,5,22,10
"4443",3979088,4,11,1,3,4
"4444",3979430,26,31,1,30,10
"4445",3979675,21,31,5,22,11
"4446",3979923,19,31,2,23,11
"4447",3980480,28,28,28,28,NA
"4448",3980484,27,31,1,30,10
"4449",3980762,22,31,5,29,11
"4450",3980776,6,21,1,2,8
"4451",3980868,28,31,3,30,8
"4452",3980873,26,31,1,30,10
"4453",3981172,25,31,1,30,10
"4454",3981925,27,31,3,30,9
"4455",3982298,9,12,4,9,3
"4456",3986885,29,31,18,30,3
"4457",3987839,25,31,3,30,10
"4458",3988058,29,31,3,30,6
"4459",3988145,27,31,13,30,7
"4460",3988362,19,29,2,20,8
"4461",3988695,28,31,3,30,7
"4462",3989395,16,29,1,20,9
"4463",3989414,30,31,22,31,2
"4464",3993890,26,31,1,30,9
"4465",3994283,28,31,3,30,8
"4466",3994417,18,29,3,20,9
"4467",3994532,13,27,1,10,9
"4468",3995080,6,17,1,3,7
"4469",3995354,30,31,28,31,1
"4470",3995688,26,31,2,30,10
"4471",3996585,16,28,4,16,17
"4472",4000007,26,31,12,30,8
"4473",4000896,28,31,3,30,8
"4474",4001184,24,31,1,30,10
"4475",4001427,27,31,3,30,7
"4476",4001944,23,31,6,30,11
"4477",4002009,27,31,1,30,8
"4478",4002204,22,31,4,25,9
"4479",4002418,26,31,10,30,9
"4480",4002593,28,31,3,30,6
"4481",4002622,29,31,3,30,5
"4482",4007268,14,29,3,12,8
"4483",4007674,25,31,8,28,7
"4484",4007745,24,31,3,29,12
"4485",4007831,17,30,1,16,10
"4486",4007930,24,31,2,30,12
"4487",4007952,28,31,3,30,8
"4488",4007955,29,31,3,31,5
"4489",4008182,25,31,17,26,5
"4490",4008449,24,31,2,30,12
"4491",4008486,29,31,3,31,6
"4492",4009145,25,31,3,30,10
"4493",4009253,19,31,3,17,11
"4494",4009933,24,31,2,30,12
"4495",4010292,29,31,3,30,6
"4496",4010463,29,31,3,30,6
"4497",4011099,24,31,3,30,10
"4498",4011311,15,29,3,14,13
"4499",4012564,2,4,1,2,1
"4500",4015571,27,31,3,30,9
"4501",4015874,1,1,1,1,NA
"4502",4016876,26,31,1,30,10
"4503",4016902,25,25,25,25,NA
"4504",4017069,21,31,2,28,12
"4505",4017326,2,3,2,2,1
"4506",4018325,21,31,5,22,8
"4507",4018587,11,18,1,15,9
"4508",4018705,22,31,3,30,11
"4509",4018717,29,31,1,31,7
"4510",4019125,28,31,3,30,7
"4511",4019135,25,31,3,30,12
"4512",4019582,7,14,2,6,4
"4513",4019584,7,29,1,3,12
"4514",4020086,27,31,1,30,9
"4515",4024910,21,31,2,28,13
"4516",4025019,13,13,13,13,NA
"4517",4025310,11,26,1,8,7
"4518",4025380,9,17,3,9,4
"4519",4025550,25,31,3,30,9
"4520",4025959,6,8,3,6,2
"4521",4026114,23,31,1,30,11
"4522",4026986,28,28,28,28,NA
"4523",4027961,20,31,1,30,13
"4524",4028023,28,31,3,30,6
"4525",4028549,25,31,3,30,9
"4526",4032888,25,31,12,28,7
"4527",4032936,27,31,3,30,6
"4528",4033115,23,31,3,29,10
"4529",4033190,28,31,1,31,8
"4530",4033384,21,30,6,20,9
"4531",4033554,16,25,3,18,8
"4532",4033572,2,2,1,2,1
"4533",4033596,29,31,1,31,6
"4534",4033775,26,31,3,30,10
"4535",4034178,28,31,1,30,8
"4536",4034222,24,31,1,30,10
"4537",4034397,28,31,13,30,6
"4538",4034847,23,31,2,24,8
"4539",4035060,23,31,5,27,10
"4540",4035372,19,29,4,27,13
"4541",4035688,10,12,9,10,2
"4542",4036213,27,27,27,27,NA
"4543",4040691,13,21,2,16,8
"4544",4041037,18,31,5,20,10
"4545",4041316,28,31,3,30,8
"4546",4041885,30,31,28,30,1
"4547",4042089,28,28,28,28,NA
"4548",4042961,24,31,3,30,11
"4549",4043958,24,31,2,30,11
"4550",4047810,26,31,4,30,10
"4551",4047861,29,31,3,30,6
"4552",4048134,26,31,2,30,10
"4553",4048145,29,31,3,30,6
"4554",4048276,29,31,23,30,3
"4555",4048286,30,31,25,30,1
"4556",4048294,25,31,3,30,10
"4557",4049570,21,31,1,29,12
"4558",4050497,28,31,3,30,8
"4559",4053724,20,28,15,17,6
"4560",4053849,25,31,2,30,10
"4561",4053881,29,31,3,30,6
"4562",4053952,19,31,2,28,15
"4563",4054133,24,31,3,29,9
"4564",4054873,16,30,1,16,11
"4565",4054973,21,31,1,28,12
"4566",4055242,27,31,19,29,5
"4567",4055258,15,28,2,15,13
"4568",4059577,26,31,3,30,9
"4569",4060060,10,20,3,10,6
"4570",4060065,27,31,1,30,8
"4571",4061096,25,31,1,30,11
"4572",4061281,27,31,3,30,8
"4573",4061343,9,14,2,9,5
