"","listing_id","Mean","Max","Min","Median","Std"
"1",7881,23,31,6,29,11
"2",11156,14,28,2,14,9
"3",12351,16,28,4,19,8
"4",13782,21,31,2,23,11
"5",14250,27,31,11,30,6
"6",14935,16,26,1,24,11
"7",14974,11,28,1,7,10
"8",15253,12,29,3,11,8
"9",20865,21,31,1,26,11
"10",26174,4,10,1,2,4
"11",26741,23,31,3,24,9
"12",27155,25,31,1,30,9
"13",27495,18,31,3,16,9
"14",27564,25,31,6,28,8
"15",36909,22,31,3,30,12
"16",38073,24,31,7,28,9
"17",42107,14,31,1,5,15
"18",44545,27,31,1,31,8
"19",45440,17,28,7,15,7
"20",45570,27,31,1,30,8
"21",46763,25,31,1,30,11
"22",49698,20,30,6,20,7
"23",54868,21,31,1,28,13
"24",56842,22,31,9,20,7
"25",57183,28,31,1,30,8
"26",57733,19,31,5,20,10
"27",58506,23,31,2,25,8
"28",58954,30,31,29,30,1
"29",59297,27,31,15,29,5
"30",59560,24,31,1,30,10
"31",59779,28,31,5,30,8
"32",60644,30,31,28,30,2
"33",61931,14,31,1,6,13
"34",63795,17,31,3,15,8
"35",64389,22,31,1,30,13
"36",64705,12,30,1,8,11
"37",65126,28,31,1,30,8
"38",65635,13,28,2,12,10
"39",65640,18,31,3,20,10
"40",65857,27,31,3,30,8
"41",66158,16,31,1,15,16
"42",66671,10,25,2,9,6
"43",67112,3,8,1,2,3
"44",67513,28,31,1,31,8
"45",68999,27,31,5,30,8
"46",69428,6,6,5,6,1
"47",69529,22,30,11,24,8
"48",70148,11,31,2,11,9
"49",71866,4,4,4,4,NA
"50",71867,1,1,1,1,NA
"51",73628,28,31,3,30,6
"52",73639,12,23,3,10,7
"53",73802,25,31,3,30,9
"54",75702,25,31,2,30,9
"55",76118,4,5,3,4,1
"56",76815,23,31,5,29,11
"57",77537,7,16,2,4,8
"58",77792,19,31,1,22,11
"59",77844,28,31,3,30,8
"60",79024,28,31,3,30,6
"61",79624,6,12,2,6,4
"62",79912,24,31,6,27,9
"63",80470,29,31,3,30,6
"64",82952,4,4,4,4,NA
"65",84137,23,30,10,24,7
"66",85050,11,31,2,7,11
"67",85331,15,31,3,14,10
"68",86853,17,26,7,18,8
"69",87634,26,31,2,30,10
"70",87709,22,31,8,24,9
"71",92853,8,15,2,8,9
"72",92993,10,13,8,10,2
"73",103273,23,31,1,28,10
"74",103395,16,31,4,12,11
"75",104380,8,9,7,9,1
"76",104393,13,23,3,12,6
"77",105938,28,31,24,28,5
"78",106681,28,31,3,30,8
"79",109116,19,31,4,28,14
"80",110790,27,31,2,30,8
"81",113469,27,31,3,30,8
"82",115256,18,21,12,19,4
"83",118623,16,23,4,18,8
"84",122699,18,31,6,14,10
"85",130970,25,31,3,29,8
"86",135691,9,17,2,9,6
"87",136648,18,31,1,22,14
"88",137729,14,18,4,15,5
"89",143247,10,19,1,9,7
"90",143280,18,31,5,21,10
"91",145732,20,31,2,21,10
"92",153444,27,31,3,30,8
"93",161235,30,31,28,30,1
"94",162941,22,31,3,24,9
"95",172961,15,29,2,14,14
"96",176239,10,20,3,7,7
"97",177149,28,31,3,30,7
"98",177167,22,31,3,30,11
"99",178577,26,31,19,26,4
"100",182638,10,23,3,8,9
"101",189490,5,9,1,5,3
"102",193354,29,31,1,31,7
"103",196157,25,31,7,29,9
"104",196170,24,31,2,30,11
"105",198170,21,31,5,26,11
"106",199043,7,11,2,8,5
"107",199669,21,31,3,29,13
"108",200614,29,31,16,31,4
"109",200868,8,13,2,8,5
"110",201698,10,20,4,9,5
"111",203165,25,31,2,30,10
"112",203561,24,30,6,27,9
"113",205926,5,6,4,6,1
"114",209521,19,30,5,21,10
"115",209776,20,31,1,26,12
"116",210439,19,31,1,20,12
"117",210528,10,24,5,10,6
"118",211037,19,29,12,19,6
"119",213931,22,31,1,28,10
"120",219030,18,31,3,18,10
"121",220576,27,31,14,30,7
"122",222559,10,30,1,4,11
"123",223221,26,31,3,30,8
"124",224685,28,31,17,30,5
"125",225478,10,24,2,6,8
"126",226202,29,31,3,31,5
"127",230108,2,2,2,2,NA
"128",231112,28,31,2,30,8
"129",232188,18,31,3,21,9
"130",232782,25,31,3,30,9
"131",232793,13,30,2,8,12
"132",232795,19,31,1,28,13
"133",236158,27,31,5,30,7
"134",236590,28,31,3,30,7
"135",240594,25,31,6,29,9
"136",241374,26,31,1,30,9
"137",244081,12,28,2,8,11
"138",245955,9,16,2,10,6
"139",245993,30,31,28,30,2
"140",249100,24,31,15,28,7
"141",249158,13,31,1,11,11
"142",249998,30,31,27,30,2
"143",251349,2,2,1,2,1
"144",252452,7,13,1,7,8
"145",254109,28,31,1,30,7
"146",254911,3,4,2,3,1
"147",255059,10,11,9,10,1
"148",255090,26,31,5,30,10
"149",256569,27,31,3,30,8
"150",257847,9,17,4,7,7
"151",259037,29,31,3,31,5
"152",259203,28,31,4,31,7
"153",259857,14,31,4,14,8
"154",260692,5,9,2,4,3
"155",262125,6,12,1,5,5
"156",262191,3,5,1,3,3
"157",262192,4,6,2,3,2
"158",262726,18,22,13,18,6
"159",263539,24,31,8,26,8
"160",264513,9,28,1,9,9
"161",264925,25,31,4,30,9
"162",266445,30,31,28,31,1
"163",267088,28,31,1,30,7
"164",267213,26,31,1,30,10
"165",267536,22,31,3,26,10
"166",267848,7,16,2,4,7
"167",268499,21,21,21,21,NA
"168",268699,29,31,3,30,5
"169",272697,17,26,3,19,9
"170",273477,23,30,10,25,7
"171",274251,4,10,1,3,3
"172",275298,15,27,3,16,12
"173",275507,22,31,1,29,12
"174",275625,16,31,7,14,9
"175",276158,29,31,1,31,7
"176",276617,22,31,10,25,8
"177",277338,29,31,3,30,6
"178",277426,30,31,25,30,2
"179",278132,20,20,20,20,NA
"180",279082,28,31,3,30,8
"181",279869,28,31,3,30,6
"182",280548,6,12,1,4,5
"183",281889,27,31,18,30,5
"184",283378,28,31,3,30,7
"185",286924,11,24,4,10,6
"186",288305,6,9,1,8,4
"187",288319,10,25,2,6,9
"188",288359,16,31,2,17,12
"189",288671,20,20,20,20,NA
"190",289160,22,31,1,26,10
"191",289368,6,10,2,6,6
"192",290146,19,31,2,20,10
"193",290929,28,31,3,30,8
"194",291822,24,31,3,29,10
"195",293032,24,31,2,30,13
"196",293255,22,30,6,25,8
"197",293951,27,31,3,30,8
"198",295480,11,28,1,10,8
"199",297633,6,13,1,6,4
"200",298295,28,31,1,30,7
"201",300527,28,31,13,30,7
"202",300868,24,31,6,28,10
"203",301574,30,31,30,30,1
"204",304835,22,29,15,21,5
"205",306354,21,28,14,21,10
"206",307028,10,20,1,14,7
"207",307927,18,31,3,18,10
"208",310414,16,31,3,13,10
"209",314426,29,31,3,30,5
"210",315059,28,31,1,30,7
"211",317378,23,28,20,22,4
"212",318095,10,26,1,7,9
"213",318591,20,31,3,22,9
"214",319961,13,20,6,13,10
"215",321901,24,31,1,30,12
"216",322296,25,31,3,29,8
"217",323999,25,31,3,30,10
"218",324918,27,31,3,30,7
"219",328151,3,3,3,3,NA
"220",329096,25,31,3,30,9
"221",330547,7,22,2,3,9
"222",331830,27,31,1,30,8
"223",331832,2,2,2,2,NA
"224",331833,27,31,19,28,5
"225",331834,3,3,3,3,NA
"226",331837,3,3,3,3,NA
"227",332960,27,31,1,30,9
"228",333002,27,31,3,30,9
"229",334817,14,28,1,14,9
"230",336129,28,31,7,30,6
"231",338130,1,1,1,1,NA
"232",340563,8,16,4,6,5
"233",341436,20,28,11,20,12
"234",343644,25,31,9,28,7
"235",348891,20,31,4,24,10
"236",352147,15,31,2,12,10
"237",353266,11,20,1,13,8
"238",354562,24,31,2,30,10
"239",355597,14,27,4,12,9
"240",355773,18,31,2,22,11
"241",357475,29,31,3,30,6
"242",358077,25,31,3,28,10
"243",358676,26,31,15,30,7
"244",360141,26,31,3,30,8
"245",361899,22,31,5,25,9
"246",361912,24,28,20,24,6
"247",362112,22,31,6,30,13
"248",363237,28,31,1,30,8
"249",363282,11,26,1,6,9
"250",365806,23,31,1,30,13
"251",366856,19,31,5,19,9
"252",366857,20,29,2,22,9
"253",367070,27,31,3,30,9
"254",368134,22,31,2,24,11
"255",368282,27,31,3,30,8
"256",368513,8,19,3,5,6
"257",372281,18,31,1,21,12
"258",373543,12,12,12,12,NA
"259",374069,8,13,6,7,3
"260",374072,27,31,3,30,8
"261",377727,24,31,3,30,10
"262",379498,10,20,2,7,7
"263",381091,27,31,3,30,7
"264",381135,4,4,4,4,NA
"265",382747,18,30,5,18,13
"266",384402,27,31,3,30,7
"267",385757,28,31,3,30,7
"268",385920,11,25,4,4,12
"269",386986,23,31,1,30,13
"270",386997,19,29,7,18,8
"271",387130,20,30,9,20,7
"272",388168,25,31,1,30,11
"273",389876,22,31,3,24,9
"274",390867,4,6,1,4,4
"275",394428,6,18,1,4,6
"276",394550,26,31,1,30,9
"277",394743,28,31,1,30,7
"278",396186,30,31,28,30,1
"279",396335,23,31,5,26,8
"280",397905,19,31,1,30,15
"281",401238,27,31,3,30,7
"282",402124,14,21,3,18,8
"283",403909,28,31,3,30,8
"284",405375,22,31,9,22,7
"285",405432,14,28,2,16,9
"286",405440,28,31,3,30,8
"287",406886,18,28,5,20,9
"288",407149,19,28,3,19,7
"289",408200,5,9,1,6,3
"290",408202,5,9,1,6,3
"291",408330,27,31,9,30,7
"292",408477,26,31,3,30,9
"293",409800,27,31,1,30,8
"294",410073,17,28,5,18,8
"295",411828,12,31,1,13,11
"296",412078,16,31,2,11,10
"297",412079,14,29,3,11,8
"298",413896,28,31,3,30,8
"299",413968,26,31,7,30,10
"300",415336,14,29,5,9,13
"301",415840,26,31,1,30,10
"302",418136,25,31,1,30,9
"303",418480,20,30,5,22,9
"304",420450,28,31,6,30,7
"305",420478,2,4,1,2,1
"306",420647,15,31,2,13,10
"307",421997,10,27,2,6,9
"308",423090,16,28,4,16,17
"309",424931,16,28,6,16,11
"310",426398,16,28,9,14,6
"311",426879,25,31,1,30,10
"312",429733,26,31,3,30,9
"313",430522,14,26,2,16,9
"314",430526,22,31,3,30,11
"315",431021,8,16,1,7,7
"316",432136,24,31,3,30,10
"317",432191,26,31,1,30,9
"318",434094,28,31,3,30,7
"319",435912,11,22,1,15,9
"320",437347,24,31,1,30,10
"321",439299,20,31,4,21,10
"322",441634,22,31,9,25,9
"323",442754,26,31,1,30,9
"324",444771,1,1,1,1,NA
"325",444977,7,20,1,6,6
"326",446497,25,31,2,29,9
"327",446570,12,28,1,9,10
"328",446974,26,31,3,30,10
"329",448421,23,31,1,30,12
"330",449750,11,26,2,9,7
"331",450978,17,30,1,21,11
"332",451010,11,19,2,11,5
"333",452175,25,31,1,30,9
"334",452298,24,31,1,30,11
"335",458203,20,31,2,21,9
"336",460109,29,31,3,31,5
"337",460159,28,31,3,30,8
"338",461746,17,31,1,18,10
"339",461984,2,3,1,1,1
"340",464584,21,21,21,21,NA
"341",465977,18,28,6,18,7
"342",466383,21,31,3,30,12
"343",468678,5,11,2,3,4
"344",470500,29,31,3,30,5
"345",471106,28,31,3,30,8
"346",471389,19,29,5,20,8
"347",472566,24,31,4,26,8
"348",474371,27,31,1,30,9
"349",475384,28,31,3,30,8
"350",475486,30,31,28,31,1
"351",475512,23,31,2,28,10
"352",475557,24,31,4,28,8
"353",476032,16,19,12,16,5
"354",477796,27,31,3,30,8
"355",479137,27,31,3,30,8
"356",485315,27,31,23,27,3
"357",485470,24,31,3,30,12
"358",485831,18,31,3,22,11
"359",491774,27,31,3,30,8
"360",492064,17,29,5,16,9
"361",494500,29,31,3,30,6
"362",494594,23,31,1,30,13
"363",496747,28,31,3,30,8
"364",498008,17,28,4,20,8
"365",499631,23,31,1,29,10
"366",501038,19,28,3,22,9
"367",501060,28,31,1,30,8
"368",501173,26,31,8,28,7
"369",501265,23,31,6,26,8
"370",501382,26,31,3,30,8
"371",501457,27,31,6,30,9
"372",502263,25,31,1,30,11
"373",503025,29,31,18,30,4
"374",506549,15,29,1,15,14
"375",509464,23,31,1,30,11
"376",512337,17,31,3,18,16
"377",512386,22,31,4,23,10
"378",513712,25,31,3,30,12
"379",513859,28,31,3,30,8
"380",516032,6,11,2,4,4
"381",517750,26,31,12,30,8
"382",517864,26,31,2,30,10
"383",520737,24,31,3,26,8
"384",521984,11,20,3,12,8
"385",522796,26,31,12,28,7
"386",524320,30,31,29,30,1
"387",524425,28,31,1,30,8
"388",529208,1,1,1,1,NA
"389",529450,2,3,1,1,1
"390",531423,25,31,5,29,10
"391",533844,27,31,3,30,8
"392",534039,22,31,2,24,9
"393",537624,28,31,3,30,8
"394",537851,23,31,7,26,8
"395",539231,17,31,3,16,13
"396",540789,19,30,6,22,9
"397",540974,24,31,15,24,5
"398",542464,21,31,1,23,9
"399",546595,6,12,1,6,5
"400",548904,30,31,28,31,1
"401",548936,3,6,2,3,2
"402",550719,26,31,22,25,3
"403",552862,17,31,1,15,13
"404",554196,26,31,1,30,8
"405",555789,22,31,3,30,12
"406",555919,19,31,3,29,14
"407",556348,28,31,3,30,7
"408",560608,29,31,3,31,6
"409",562837,18,21,15,18,4
"410",564628,27,31,2,30,8
"411",564646,19,31,2,28,13
"412",566199,27,31,1,30,10
"413",567728,11,19,3,13,7
"414",569809,24,31,2,29,9
"415",571772,29,31,3,30,5
"416",573908,28,31,21,30,4
"417",579078,28,31,3,30,6
"418",581732,2,2,2,2,0
"419",583321,12,26,4,9,8
"420",586110,30,31,27,31,1
"421",587669,16,28,2,16,8
"422",589989,9,15,1,11,5
"423",591662,21,31,2,26,11
"424",592309,24,31,1,26,8
"425",593481,22,31,3,27,11
"426",594776,25,28,22,24,3
"427",594779,27,31,7,30,7
"428",595031,11,18,1,12,7
"429",596643,20,29,11,20,13
"430",600915,13,31,3,7,10
"431",601230,10,19,3,9,7
"432",606519,18,31,3,20,14
"433",606626,29,31,3,31,7
"434",616822,20,31,4,24,10
"435",619474,22,28,8,24,7
"436",619476,25,31,3,30,10
"437",619997,20,29,4,25,9
"438",622670,18,31,1,20,11
"439",624247,21,31,2,28,12
"440",632342,24,31,5,28,10
"441",633322,27,31,3,30,7
"442",633749,28,31,3,30,6
"443",633795,10,12,7,10,4
"444",634459,25,31,5,30,11
"445",634581,18,31,5,20,9
"446",634590,10,15,4,10,8
"447",635889,4,5,2,4,2
"448",637597,26,31,18,28,6
"449",637986,30,31,28,31,1
"450",639420,30,31,28,30,1
"451",639470,28,31,3,30,8
"452",640639,26,31,3,30,8
"453",641123,22,28,7,28,10
"454",641205,27,31,14,30,6
"455",642749,16,30,2,13,11
"456",644054,25,31,3,28,8
"457",646410,28,31,6,30,7
"458",646513,26,31,12,27,5
"459",646516,26,31,3,30,9
"460",646532,8,13,6,7,3
"461",648654,30,31,28,30,1
"462",651495,27,31,3,30,8
"463",651796,28,31,3,30,8
"464",652063,28,31,3,30,6
"465",653240,19,31,9,16,9
"466",653284,28,31,2,30,8
"467",653534,28,31,3,30,7
"468",654795,29,31,3,30,6
"469",654797,27,31,3,30,8
"470",655236,11,23,3,8,9
"471",655953,26,31,9,28,7
"472",657175,30,31,28,30,1
"473",658080,11,30,3,8,9
"474",658720,20,28,3,23,9
"475",659009,8,21,1,6,6
"476",659320,11,20,1,12,7
"477",662467,22,31,4,28,12
"478",662756,2,3,1,1,1
"479",664353,30,31,27,30,2
"480",665778,27,31,3,30,8
"481",665819,26,31,5,30,8
"482",666788,28,31,1,30,7
"483",667239,29,31,1,31,7
"484",667297,19,31,3,29,15
"485",667472,17,27,10,15,7
"486",667767,19,31,8,18,8
"487",668116,25,31,1,29,9
"488",668443,20,29,9,19,8
"489",669866,2,2,1,2,1
"490",670547,4,7,2,4,2
"491",671651,27,31,1,30,9
"492",672291,24,31,3,30,12
"493",673387,27,31,23,26,4
"494",673791,17,31,7,14,9
"495",674825,13,31,3,7,11
"496",675026,29,31,3,30,5
"497",677230,27,31,3,30,8
"498",677451,22,31,1,25,11
"499",677546,8,20,2,5,6
"500",678711,8,14,2,8,6
"501",679121,28,31,1,30,8
"502",680795,26,31,3,30,9
"503",685330,14,31,1,7,15
"504",686805,19,27,5,22,7
"505",687946,16,31,4,16,10
"506",689447,25,31,3,30,8
"507",689701,17,31,7,17,9
"508",691192,29,31,3,31,5
"509",691447,22,29,7,28,10
"510",691570,25,31,3,30,9
"511",694483,25,31,3,30,10
"512",698272,29,31,23,30,3
"513",698337,23,31,2,30,11
"514",698338,24,31,2,30,9
"515",698419,30,31,28,30,1
"516",698667,29,31,3,30,5
"517",699480,10,20,1,12,6
"518",701180,27,31,14,30,6
"519",701278,23,31,8,28,10
"520",701297,30,31,27,30,1
"521",701312,10,16,3,10,9
"522",701554,7,14,1,5,6
"523",701670,21,31,4,24,8
"524",701914,26,31,6,29,8
"525",703003,22,31,7,28,9
"526",704758,28,31,1,30,7
"527",706428,20,31,3,21,10
"528",706542,27,31,3,30,7
"529",707641,25,31,1,30,10
"530",707930,25,31,4,30,9
"531",708819,23,31,2,28,10
"532",709066,22,30,8,24,10
"533",712783,22,31,10,28,10
"534",714200,1,1,1,1,0
"535",714207,1,1,1,1,0
"536",714217,28,31,20,30,5
"537",714228,1,1,1,1,0
"538",714583,24,31,12,26,8
"539",717906,10,24,2,7,8
"540",718329,1,1,1,1,NA
"541",718597,26,31,3,29,7
"542",720697,18,31,2,19,13
"543",720836,28,31,3,30,7
"544",720846,4,4,3,4,1
"545",720867,28,31,3,30,8
"546",723582,27,31,9,30,6
"547",723877,23,31,5,29,10
"548",724282,24,31,3,29,10
"549",725210,19,27,11,20,8
"550",725235,29,31,25,30,2
"551",725541,23,31,3,26,9
"552",725771,25,31,1,30,10
"553",726883,10,21,1,8,7
"554",727807,15,29,1,15,20
"555",728222,25,31,2,30,11
"556",729002,30,31,21,30,2
"557",729769,19,31,1,28,13
"558",729781,22,31,5,29,11
"559",729783,19,31,1,28,13
"560",729789,19,31,1,28,13
"561",729793,23,31,1,28,11
"562",729798,19,31,1,28,13
"563",729800,19,31,1,28,13
"564",730113,6,6,6,6,0
"565",731503,12,27,3,11,9
"566",731529,16,31,1,13,10
"567",731535,23,31,5,24,7
"568",731863,27,31,1,30,8
"569",732045,29,31,3,30,5
"570",733273,24,31,3,28,12
"571",733291,26,31,3,30,8
"572",733601,18,31,3,20,11
"573",736249,25,31,2,30,10
"574",736379,22,31,5,26,9
"575",737337,22,28,9,26,9
"576",737523,24,31,2,30,10
"577",737561,27,31,3,30,8
"578",738395,12,12,12,12,NA
"579",738409,4,6,3,4,2
"580",738420,3,3,3,3,NA
"581",738567,29,31,1,31,7
"582",738696,27,31,3,30,10
"583",739849,23,31,1,28,11
"584",740157,25,31,7,30,9
"585",740222,20,31,3,23,12
"586",741598,1,1,1,1,NA
"587",741639,26,31,1,30,10
"588",741678,24,31,3,29,10
"589",741726,30,31,28,31,1
"590",743092,26,31,4,30,8
"591",743357,28,31,3,30,8
"592",743581,26,31,5,28,8
"593",745024,7,8,6,7,1
"594",745467,24,31,2,28,9
"595",746199,25,31,2,30,11
"596",746356,13,21,6,10,6
"597",746386,29,31,3,30,5
"598",746657,27,31,3,30,8
"599",747430,29,31,3,30,5
"600",748490,19,31,3,26,13
"601",748654,28,31,5,30,8
"602",749878,22,31,7,27,9
"603",750087,29,31,3,31,6
"604",750197,20,27,5,23,8
"605",750274,17,27,1,20,9
"606",750827,24,31,3,29,9
"607",750830,22,31,3,24,9
"608",751279,26,31,5,30,9
"609",751568,25,31,4,29,9
"610",751585,29,31,3,30,5
"611",752730,25,31,3,29,7
"612",752978,6,9,2,6,5
"613",754366,22,31,3,29,12
"614",754387,23,28,15,25,7
"615",754862,22,30,12,23,7
"616",755619,28,31,3,30,8
"617",755781,28,31,3,30,8
"618",755803,24,24,24,24,NA
"619",755822,28,31,14,30,7
"620",755844,28,31,15,31,7
"621",756958,25,31,1,30,10
"622",757151,25,31,11,30,8
"623",757874,24,24,24,24,NA
"624",757986,7,21,2,3,9
"625",758750,28,31,3,30,7
"626",758949,26,31,3,30,9
"627",759168,28,29,26,28,2
"628",759188,20,29,4,22,10
"629",759218,29,31,3,31,5
"630",759343,19,28,10,18,9
"631",760152,11,20,3,9,8
"632",760250,14,29,4,10,11
"633",760815,22,31,4,25,10
"634",761223,19,30,2,22,11
"635",764245,22,31,2,28,10
"636",764883,26,31,6,30,9
"637",764887,27,31,22,27,4
"638",765331,26,31,1,29,10
"639",765619,9,18,3,8,5
"640",765623,28,31,7,30,6
"641",765764,27,31,1,30,8
"642",765765,19,28,4,21,7
"643",765912,27,31,3,29,7
"644",766969,27,31,3,30,8
"645",766981,29,31,16,30,4
"646",767295,25,31,3,28,7
"647",768091,26,31,1,30,9
"648",768156,23,31,1,28,12
"649",768251,22,30,7,23,7
"650",769469,25,31,3,30,12
"651",769833,27,31,3,30,8
"652",769873,12,25,3,11,6
"653",769911,12,22,4,12,7
"654",770164,28,31,3,30,8
"655",771147,4,7,2,4,4
"656",771308,18,31,2,20,9
"657",771412,23,31,2,29,12
"658",771515,29,31,3,30,5
"659",771702,25,31,5,30,9
"660",771920,27,31,1,30,10
"661",773153,27,31,1,30,8
"662",773286,28,31,3,30,8
"663",773492,6,15,1,4,6
"664",773560,21,31,1,30,12
"665",773969,28,31,3,30,7
"666",775101,17,31,3,14,12
"667",775552,22,28,14,21,5
"668",777112,27,31,2,30,9
"669",777184,20,28,10,21,6
"670",777278,28,31,3,30,8
"671",777307,7,13,1,7,4
"672",778763,20,31,13,16,10
"673",780279,22,31,1,29,12
"674",780451,26,31,1,30,10
"675",781631,16,31,10,12,10
"676",781701,22,31,6,25,9
"677",781739,24,29,15,28,8
"678",782070,19,31,7,18,8
"679",782487,28,31,1,30,8
"680",783928,21,31,6,21,8
"681",784031,26,31,1,30,11
"682",784357,28,31,3,30,7
"683",784457,27,31,3,30,8
"684",785805,7,8,5,7,1
"685",785876,29,31,3,31,5
"686",786269,8,13,3,8,5
"687",786623,19,26,6,21,8
"688",787418,6,14,1,4,6
"689",787970,24,31,3,28,9
"690",788386,25,31,11,29,8
"691",789945,14,31,2,12,10
"692",790245,9,15,3,9,8
"693",790255,8,13,2,8,8
"694",790402,6,16,3,4,5
"695",791240,4,8,2,3,3
"696",791521,30,31,28,30,1
"697",791731,27,31,3,30,8
"698",792734,23,31,2,28,10
"699",792801,11,25,1,9,10
"700",792802,25,31,1,30,11
"701",792814,21,31,5,23,9
"702",792861,19,31,2,27,13
"703",792913,27,31,3,30,7
"704",793020,21,31,6,25,9
"705",794444,20,30,3,21,9
"706",794508,29,31,3,30,6
"707",794597,22,31,1,28,12
"708",794910,26,31,9,30,8
"709",796499,1,1,1,1,NA
"710",796971,28,31,3,30,8
"711",797116,10,17,3,10,10
"712",798327,19,31,3,22,9
"713",798467,8,22,3,5,8
"714",798470,29,31,26,30,2
"715",800419,26,31,16,28,6
"716",801713,25,31,1,30,11
"717",801786,29,31,23,30,3
"718",801788,15,22,8,14,5
"719",803334,11,20,1,10,6
"720",804407,25,31,1,30,11
"721",804455,18,31,1,20,13
"722",804502,29,31,3,31,5
"723",804527,29,31,3,30,5
"724",804583,12,24,1,12,16
"725",804699,16,30,1,14,12
"726",805421,25,31,3,30,10
"727",806250,25,31,3,30,12
"728",806302,26,31,1,30,10
"729",806337,26,31,3,30,8
"730",808905,7,7,7,7,NA
"731",808921,29,31,3,30,6
"732",808997,25,31,3,30,10
"733",809083,29,31,3,30,6
"734",809300,22,29,15,22,10
"735",809306,8,17,1,6,7
"736",809442,26,31,3,28,9
"737",811489,29,31,17,30,4
"738",811635,19,31,5,22,11
"739",811715,12,30,1,11,9
"740",811736,20,31,5,22,9
"741",811803,28,31,3,30,7
"742",812062,20,31,1,30,13
"743",813684,24,31,2,27,9
"744",813701,23,31,3,30,12
"745",813754,13,25,4,12,10
"746",813853,20,28,5,22,7
"747",814164,28,31,3,30,8
"748",815654,28,31,3,30,8
"749",815745,28,31,3,30,6
"750",817512,10,30,3,8,8
"751",818231,26,31,1,30,10
"752",818448,28,31,5,31,8
"753",818471,2,2,1,2,1
"754",818492,15,31,1,13,10
"755",818509,26,31,3,30,10
"756",818515,9,19,1,7,7
"757",818548,16,27,3,16,9
"758",820288,28,31,3,30,8
"759",820346,27,31,3,30,8
"760",820403,29,31,1,31,7
"761",821672,28,31,3,30,6
"762",821744,10,30,1,6,10
"763",821859,28,31,3,30,8
"764",822017,14,26,6,10,8
"765",822347,27,31,3,30,8
"766",823998,30,31,28,30,1
"767",824245,28,31,3,30,8
"768",824383,12,26,1,11,8
"769",824426,20,31,3,24,11
"770",826840,28,31,3,30,6
"771",826983,24,29,8,27,7
"772",827069,6,8,3,6,2
"773",827154,25,31,2,30,11
"774",828574,26,31,3,30,10
"775",828964,30,31,28,31,1
"776",829119,25,31,2,30,9
"777",830911,27,31,3,30,9
"778",831254,8,17,1,6,6
"779",832527,19,31,5,18,10
"780",832737,30,31,28,31,1
"781",832754,20,31,2,23,8
"782",832979,29,31,1,31,7
"783",833232,25,31,1,30,10
"784",834482,28,31,3,30,8
"785",834874,30,31,28,31,1
"786",834913,15,26,4,17,8
"787",835400,8,15,2,8,9
"788",835531,26,31,4,28,9
"789",837264,28,31,3,30,8
"790",837312,28,31,3,30,8
"791",837325,24,31,3,30,11
"792",837407,14,23,8,12,6
"793",837511,24,31,3,29,8
"794",837775,27,31,3,30,8
"795",837794,13,27,2,11,8
"796",839249,8,20,2,4,7
"797",839485,20,31,3,19,10
"798",839540,28,31,1,30,8
"799",840126,23,31,3,30,12
"800",840637,26,31,1,30,10
"801",840838,28,31,3,30,6
"802",841184,21,31,9,22,9
"803",841522,29,31,3,30,6
"804",842709,25,31,1,30,9
"805",842766,10,24,1,6,9
"806",842778,13,30,2,12,10
"807",842792,18,22,14,18,4
"808",844482,6,13,2,4,6
"809",844609,24,31,4,30,10
"810",845545,29,31,1,31,7
"811",846649,27,31,10,30,6
"812",846696,24,31,1,27,9
"813",846718,22,31,1,28,11
"814",847003,11,19,4,11,6
"815",847207,22,31,1,24,9
"816",847235,26,31,3,30,8
"817",848533,5,11,1,3,5
"818",849324,28,31,1,30,8
"819",850442,27,31,12,29,6
"820",851022,11,11,11,11,NA
"821",851904,4,8,1,3,3
"822",852229,12,23,1,13,9
"823",853180,11,17,3,12,6
"824",853445,13,20,3,14,6
"825",853448,29,31,28,29,2
"826",853535,8,28,2,6,8
"827",853551,30,31,29,29,1
"828",853810,2,3,2,2,1
"829",854612,19,31,1,26,14
"830",854823,24,31,1,29,11
"831",855031,28,31,3,30,7
"832",856621,25,31,15,28,7
"833",857325,25,31,5,30,8
"834",857500,25,31,12,26,6
"835",858178,12,15,8,12,5
"836",858233,21,31,3,22,9
"837",859525,21,31,1,28,12
"838",859746,24,31,2,30,13
"839",859802,17,29,7,17,8
"840",860817,17,31,3,13,8
"841",861050,29,31,1,31,7
"842",862191,18,28,7,20,7
"843",863201,25,31,2,30,10
"844",863208,22,31,2,24,11
"845",863219,25,31,3,30,10
"846",863256,25,31,5,30,8
"847",864162,22,31,3,23,10
"848",864339,8,15,3,6,5
"849",865104,18,30,8,17,8
"850",866203,2,3,1,2,1
"851",866422,25,31,3,30,8
"852",867705,20,31,5,24,11
"853",867805,18,28,1,22,9
"854",867914,29,31,28,29,2
"855",869091,26,31,2,30,8
"856",869337,24,31,5,28,9
"857",869520,12,24,1,11,7
"858",869528,27,31,3,30,8
"859",870012,13,24,2,13,16
"860",870983,23,31,1,29,10
"861",871052,15,28,5,14,10
"862",871059,15,28,1,13,9
"863",872287,24,31,5,28,9
"864",873477,19,29,3,20,8
"865",873577,4,6,2,4,3
"866",873636,26,31,3,30,8
"867",873656,4,4,3,4,1
"868",873817,18,30,3,16,10
"869",875649,26,31,10,27,6
"870",875719,12,26,2,11,10
"871",877269,30,31,28,30,1
