"","city","bathrooms","bedrooms","beds","price","review_scores_rating","spoi1km","spoi5km","spoi10km","dist_train","beach1km","beach5km","city1km","city5km","city10km","home_apt","private_room","shared_room","Apartment","House","Townhouse"
"2366","Manly",1,1,1,70,100,100,52,31,0,1,0,0,0,0,"0","1","0","1","0","0"
"2367","Lilyfield",1,1,1,200,100,0,164,84,1,0,0,0,0,1,"0","1","0","0","1","0"
"2368","Bondi",1,2,2,350,90,0,24,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"2369","Neutral Bay",1,1,1,70,94,0,264,54,0,0,1,0,1,0,"0","1","0","1","0","0"
"2370","Darlinghurst",1,0,2,138,82,260,184,57,1,0,1,1,0,0,"1","0","0","1","0","0"
"2371","Sydney",1,1,1,200,100,80,216,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"2372","Darlinghurst",2.5,2,2,245,87,80,216,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"2373","Queenscliff",3,3,5,550,100,0,44,41,0,1,0,0,0,0,"1","0","0","0","1","0"
"2374","Woolloomooloo",3,2,2,249,95,180,200,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"2375","Pyrmont",2,2,2,119,100,140,196,69,1,0,1,1,0,0,"1","0","0","1","0","0"
"2376","Dee Why",1,1,1,55,95,0,20,21,0,1,0,0,0,0,"0","1","0","1","0","0"
"2377","North Narrabeen",1,0,1,89,93,0,0,6,0,0,1,0,0,0,"1","0","0","1","0","0"
"2378","Paddington",1,1,1,170,96,40,220,52,1,0,1,0,1,0,"1","0","0","1","0","0"
"2379","Tamarama",1,3,3,400,80,20,16,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"2380","Vaucluse",1,1,3,220,92,40,80,65,0,0,1,0,0,1,"1","0","0","1","0","0"
"2381","Bondi Junction",2.5,3,4,451,100,20,88,63,1,0,1,0,0,1,"1","0","0","0","1","0"
"2382","Avalon Beach",2.5,4,5,750,86,20,16,3,0,1,0,0,0,0,"1","0","0","0","1","0"
"2383","Rose Bay",1,1,1,148,100,0,72,68,0,0,1,0,0,1,"0","1","0","1","0","0"
"2384","Manly",1.5,1,1,80,95,100,44,45,0,1,0,0,0,0,"0","1","0","0","1","0"
"2385","Woollahra",2,3,3,579,100,20,176,46,1,0,1,0,1,0,"1","0","0","0","1","0"
"2386","Bellevue Hill",3,3,3,599,90,0,116,64,0,0,1,0,1,0,"1","0","0","0","1","0"
"2387","Balgowlah",1,2,2,189,80,0,80,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"2388","Collaroy",3,4,8,550,95,0,4,11,0,1,0,0,0,0,"1","0","0","0","1","0"
"2389","Bondi",1,2,2,105,100,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2390","Fairlight",2,3,3,184,100,80,64,53,0,1,0,0,0,0,"1","0","0","0","1","0"
"2391","Bondi Beach",1,1,2,200,98,0,40,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2392","Newtown",1,2,2,211,100,20,220,51,1,0,0,0,1,0,"1","0","0","0","1","0"
"2393","Bondi",1,1,1,46,93,20,36,68,0,1,0,0,0,1,"0","1","0","0","1","0"
"2394","Surry Hills",1,2,2,300,97,20,208,52,1,0,1,0,1,0,"1","0","0","0","1","0"
"2395","Tamarama",1,1,2,160,100,20,32,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"2396","Bondi Beach",1,1,1,95,97,0,36,69,0,1,0,0,0,1,"0","1","0","1","0","0"
"2397","Randwick",3.5,5,7,900,100,0,28,73,0,0,1,0,0,1,"1","0","0","0","1","0"
"2398","McMahons Point",1,1,1,350,80,80,252,60,1,0,1,0,1,0,"1","0","0","1","0","0"
"2399","Neutral Bay",1,1,1,62,100,0,280,50,0,0,1,0,1,0,"0","1","0","1","0","0"
"2400","Manly",1,1,1,170,95,80,56,44,0,1,0,0,0,0,"1","0","0","1","0","0"
"2401","Sylvania",2.5,3,2,211,100,0,32,14,0,0,1,0,0,0,"1","0","0","0","1","0"
"2402","Alexandria",1,1,2,139,96,0,136,65,1,0,0,0,1,0,"1","0","0","1","0","0"
"2403","Coogee",1,1,2,110,93,0,12,70,0,1,0,0,0,1,"0","1","0","1","0","0"
"2404","Collaroy",3,4,6,700,96,0,0,16,0,1,0,0,0,0,"1","0","0","0","1","0"
"2405","Double Bay",1,1,1,110,60,20,188,50,1,0,1,0,1,0,"1","0","0","1","0","0"
"2406","Bondi",1,1,1,165,100,0,24,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"2407","Bondi Beach",1.5,1,1,142,95,0,60,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"2408","Rushcutters Bay",1,2,4,350,40,80,212,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"2409","Redfern",2,2,2,321,80,0,204,46,0,0,1,0,1,0,"1","0","0","1","0","0"
"2410","Coogee",1,2,3,180,91,0,8,72,0,1,0,0,0,1,"1","0","0","1","0","0"
"2411","Narrabeen",1.5,3,4,500,95,0,0,7,0,1,0,0,0,0,"1","0","0","0","1","0"
"2412","Cronulla",1,1,1,68,76,0,12,17,1,1,0,0,0,0,"0","1","0","1","0","0"
"2413","Mona Vale",1,2,1,200,80,0,8,6,0,1,0,0,0,0,"1","0","0","1","0","0"
"2414","Balmain",1,1,1,75,94,100,224,73,0,0,0,0,1,0,"0","1","0","1","0","0"
"2415","Rose Bay",1,2,1,150,89,0,84,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"2416","Vaucluse",2,3,3,345,93,120,64,69,0,1,0,0,0,1,"1","0","0","0","1","0"
"2417","Bondi Beach",1,1,1,90,87,0,56,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"2418","Bondi Beach",1,2,2,300,100,0,44,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"2419","Darlinghurst",1,1,1,350,100,60,220,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"2420","Mosman",1,1,1,270,100,20,152,71,0,1,0,0,0,1,"0","1","0","1","0","0"
"2421","Saint Leonards",1,1,1,200,80,40,196,81,1,0,1,0,0,1,"0","1","0","1","0","0"
"2422","Darlinghurst",1.5,2,2,485,94,100,212,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"2423","Coogee",2,2,3,200,97,0,12,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"2424","Gordon",3,4,4,350,100,0,80,47,0,0,0,0,0,0,"1","0","0","0","1","0"
"2425","Willoughby",2,1,1,63,94,60,92,106,0,0,1,0,0,1,"0","1","0","0","1","0"
"2426","Bondi",1,1,1,200,100,20,40,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"2427","Bondi Beach",1,1,1,90,91,0,52,71,0,1,0,0,0,1,"0","1","0","1","0","0"
"2428","Woolloomooloo",1,1,1,70,80,220,188,55,1,0,1,1,0,0,"0","1","0","1","0","0"
"2429","Balgowlah",2.5,3,4,275,80,0,80,72,0,1,0,0,0,1,"1","0","0","0","0","1"
"2430","Bronte",1,1,2,101,91,20,12,74,0,1,0,0,0,1,"1","0","0","1","0","0"
"2431","Potts Point",1,0,1,119,98,40,220,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"2432","Bondi",1,1,1,70,100,20,36,69,0,1,0,0,0,1,"0","1","0","1","0","0"
"2433","Little Bay",1,1,1,95,100,0,24,4,0,0,1,0,0,0,"0","1","0","1","0","0"
"2434","Bronte",1,1,2,150,100,20,20,74,0,1,0,0,0,1,"1","0","0","1","0","0"
"2435","Bondi Beach",3,4,6,520,98,0,52,68,0,1,0,0,0,1,"1","0","0","0","1","0"
"2436","South Coogee",1,1,1,50,99,0,8,63,0,1,0,0,0,1,"0","1","0","1","0","0"
"2437","Manly",1,2,4,235,92,100,52,36,0,1,0,0,0,0,"1","0","0","1","0","0"
"2438","Paddington",1,1,2,174,94,20,168,51,1,0,1,0,1,0,"1","0","0","0","1","0"
"2439","Surry Hills",2,2,2,459,93,120,196,56,1,0,1,0,1,0,"1","0","0","0","1","0"
"2440","Camperdown",1,1,1,295,100,60,212,64,1,0,0,0,1,0,"1","0","0","1","0","0"
"2441","Manly",1,1,1,64,96,80,56,40,0,1,0,0,0,0,"0","1","0","1","0","0"
"2442","Bellevue Hill",2,3,3,275,50,0,140,60,0,0,1,0,1,0,"1","0","0","0","1","0"
"2443","Redfern",2,2,3,290,100,0,200,49,0,0,1,0,1,0,"1","0","0","0","1","0"
"2444","Freshwater",2,4,4,650,100,0,28,35,0,1,0,0,0,0,"1","0","0","0","1","0"
"2445","Camperdown",1,2,2,225,100,40,216,55,0,0,0,0,1,0,"1","0","0","1","0","0"
"2446","Bondi Beach",1,2,2,119,94,0,52,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"2447","Auburn",1,1,1,110,100,20,156,61,1,0,0,0,1,0,"0","1","0","1","0","0"
"2448","Casula",1,2,3,64,89,0,12,8,0,0,0,0,1,0,"1","0","0","0","1","0"
"2449","Randwick",3,4,6,579,100,0,52,68,0,0,1,0,0,1,"1","0","0","0","1","0"
"2450","North Sydney",1,1,1,150,98,80,248,53,1,0,1,0,1,0,"0","1","0","0","1","0"
"2451","Bondi",1,1,1,119,90,0,36,62,0,1,0,0,0,1,"0","1","0","1","0","0"
"2452","Coogee",1,1,1,90,92,0,12,70,0,1,0,0,0,1,"0","1","0","1","0","0"
"2453","Great Mackerel Beach",2,3,4,579,98,20,16,3,0,1,0,0,0,0,"1","0","0","0","1","0"
"2454","North Manly",2.5,3,3,300,80,0,44,42,0,0,1,0,0,0,"1","0","0","0","1","0"
"2455","Roseville",1,1,1,99,100,0,112,85,1,0,0,0,0,1,"0","1","0","0","1","0"
"2456","Leichhardt",1.5,3,4,190,72,20,164,73,1,0,0,0,1,0,"1","0","0","0","1","0"
"2457","Crows Nest",2,1,2,87,87,20,192,82,1,0,1,0,0,1,"0","1","0","0","1","0"
"2458","Coogee",1,1,1,84,89,0,24,74,0,0,1,0,0,1,"1","0","0","1","0","0"
"2459","Elizabeth Bay",1.5,2,2,220,85,40,224,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"2460","Randwick",1,1,1,75,90,0,16,74,0,0,1,0,0,1,"0","1","0","1","0","0"
"2461","Sydney",3,3,3,900,100,200,188,62,1,0,1,1,0,0,"1","0","0","1","0","0"
"2462","Surry Hills",1.5,1,1,99,94,80,204,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"2463","Coogee",1,1,1,75,95,0,8,67,0,1,0,0,0,1,"0","1","0","1","0","0"
"2464","Haberfield",1,1,1,125,96,80,100,89,1,0,0,0,0,1,"1","0","0","1","0","0"
"2465","Maroubra",1,2,2,127,96,0,4,46,0,0,1,0,0,1,"1","0","0","1","0","0"
"2466","North Bondi",1,0,1,150,97,0,36,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"2467","Balgowlah",2,2,2,137,100,0,84,61,0,1,0,0,0,0,"1","0","0","1","0","0"
"2468","Bondi",1,1,1,130,87,0,56,67,0,0,1,0,0,1,"1","0","0","1","0","0"
"2469","Bondi Beach",1,2,2,500,100,0,36,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"2470","Redfern",2,2,4,200,96,60,196,59,1,0,1,0,1,0,"1","0","0","0","1","0"
"2471","Fairlight",1,1,1,150,60,80,72,54,0,1,0,0,0,0,"1","0","0","1","0","0"
"2472","Woollahra",1,1,1,50,100,20,156,50,1,0,1,0,1,0,"0","1","0","0","1","0"
"2473","Kingsford",2.5,4,4,194,100,0,12,70,0,0,1,0,0,1,"1","0","0","0","1","0"
"2474","Redfern",1,1,1,139,97,40,204,61,1,0,0,0,1,0,"1","0","0","1","0","0"
"2475","Manly",1,1,1,194,93,100,52,35,0,1,0,0,0,0,"1","0","0","1","0","0"
"2476","Surry Hills",1,1,1,110,91,180,200,54,1,0,1,1,0,0,"1","0","0","1","0","0"
"2477","Paddington",1,1,1,119,95,20,204,53,0,0,1,0,1,0,"0","0","1","1","0","0"
"2478","Bondi",2,3,4,449,100,20,32,72,0,1,0,0,0,1,"1","0","0","0","1","0"
"2479","Lilyfield",2,3,3,451,80,80,204,70,1,0,0,0,1,0,"1","0","0","0","1","0"
"2480","Bondi Beach",1,3,3,200,100,0,24,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"2481","Bondi",1,1,1,89,100,0,56,67,0,0,1,0,0,1,"0","1","0","1","0","0"
"2482","Bondi Beach",1,1,1,68,92,0,52,65,0,1,0,0,0,1,"0","1","0","1","0","0"
"2483","Dover Heights",3.5,4,5,495,80,0,68,68,0,0,1,0,0,1,"1","0","0","0","1","0"
"2484","Darlinghurst",1,1,2,156,88,240,188,53,1,0,1,1,0,0,"1","0","0","1","0","0"
"2485","Campsie",1.5,1,1,30,80,20,76,36,1,0,0,0,0,0,"0","1","0","0","1","0"
"2486","Freshwater",1,1,1,64,97,0,28,35,0,1,0,0,0,0,"0","1","0","0","1","0"
"2487","Werrington Downs",1,1,2,46,95,0,16,8,0,0,0,0,1,0,"0","1","0","0","1","0"
"2488","Darlinghurst",1,0,3,138,85,240,184,53,1,0,1,1,0,0,"1","0","0","1","0","0"
"2489","Paddington",1,1,1,249,100,60,220,55,1,0,1,0,1,0,"0","1","0","0","1","0"
"2490","Darlinghurst",1,0,3,157,83,240,184,53,1,0,1,1,0,0,"1","0","0","1","0","0"
"2491","Bondi Beach",1,1,1,84,94,0,52,69,0,1,0,0,0,1,"0","1","0","0","1","0"
"2492","Redfern",1,2,3,150,100,40,200,57,1,0,0,0,1,0,"1","0","0","1","0","0"
"2493","North Sydney",1,0,1,101,90,40,252,53,1,0,1,0,1,0,"1","0","0","1","0","0"
"2494","Clovelly",1,3,4,249,83,0,24,73,0,0,1,0,0,1,"1","0","0","0","1","0"
"2495","Double Bay",1,1,1,55,92,20,204,55,1,1,0,0,1,0,"0","1","0","1","0","0"
"2496","Newtown",1,1,2,109,100,0,112,71,1,0,0,0,1,0,"0","1","0","0","1","0"
"2497","Marrickville",1,1,1,80,93,20,68,79,1,0,0,0,0,1,"1","0","0","1","0","0"
"2498","St Leonards, Sydney",1,1,1,80,97,40,192,84,1,0,1,0,0,1,"0","1","0","1","0","0"
"2499","Bondi Beach",1,1,1,198,96,0,52,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"2500","Mosman",3.5,5,10,341,90,20,148,70,0,1,0,0,0,1,"1","0","0","0","1","0"
"2501","Double Bay",1,1,1,101,98,20,196,56,1,1,0,0,1,0,"0","1","0","1","0","0"
"2502","Manly",1,1,1,190,89,40,60,28,0,1,0,0,0,0,"1","0","0","1","0","0"
"2503","Lilyfield",1,1,1,64,97,40,204,71,1,0,0,0,1,0,"0","1","0","1","0","0"
"2504","East Lindfield",3.5,5,7,750,100,0,72,51,0,0,0,0,0,0,"1","0","0","0","1","0"
"2505","Manly",1,0,2,190,82,100,48,36,0,1,0,0,0,0,"1","0","0","1","0","0"
"2506","Manly",1,2,2,350,92,20,68,26,0,1,0,0,0,0,"1","0","0","1","0","0"
"2507","Neutral Bay",1,2,3,231,96,0,264,54,0,0,1,0,1,0,"1","0","0","1","0","0"
"2508","Bellevue Hill",1,1,1,75,100,0,52,73,0,0,1,0,0,1,"0","1","0","1","0","0"
"2509","Elizabeth Bay",1,1,1,235,100,40,224,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"2510","Coogee",1,2,3,295,90,0,8,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"2511","Bondi Junction",1,1,1,150,90,20,132,52,1,0,1,0,1,0,"1","0","0","1","0","0"
"2512","Randwick",1,2,2,150,90,0,56,68,0,0,1,0,0,1,"1","0","0","1","0","0"
"2513","North Curl Curl",2,4,7,451,100,0,20,23,0,1,0,0,0,0,"1","0","0","0","1","0"
"2514","Bellevue Hill",1,2,2,200,93,0,72,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"2515","Zetland",1,2,2,350,100,20,132,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"2516","Newport",4,5,6,850,100,0,12,5,0,1,0,0,0,0,"1","0","0","0","1","0"
"2517","Coogee",1,2,2,150,93,0,8,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"2518","McMahons Point",1,1,2,266,87,80,252,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"2519","Maroubra",1,2,2,200,80,0,4,37,0,1,0,0,0,1,"1","0","0","0","1","0"
"2520","Surry Hills",1,1,1,95,100,0,212,46,0,0,1,0,1,0,"0","1","0","0","1","0"
"2521","Newington",1,1,1,84,95,20,104,79,0,0,0,0,0,1,"0","1","0","0","1","0"
"2522","Camperdown",1,1,1,99,100,20,208,58,1,0,0,0,1,0,"0","1","0","0","1","0"
"2523","Sydney",1,1,1,135,86,220,192,55,1,0,1,1,0,0,"1","0","0","1","0","0"
"2524","Surry Hills",1,1,1,80,88,0,212,45,0,0,1,0,1,0,"0","1","0","0","1","0"
"2525","St Peters",1,1,1,60,94,0,84,75,1,0,0,0,0,1,"0","1","0","0","1","0"
"2526","Elizabeth Bay",1,1,1,84,100,40,220,59,1,0,1,0,1,0,"0","1","0","1","0","0"
"2527","Lilyfield",1,2,2,220,100,60,224,68,1,0,0,0,1,0,"1","0","0","0","1","0"
"2528","Freshwater",3,5,6,500,100,0,32,39,0,1,0,0,0,0,"1","0","0","0","1","0"
"2529","Coogee",1,1,1,200,80,0,16,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"2530","Bondi Beach",1,2,3,190,96,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2531","Bilgola Plateau",1,1,2,95,95,0,12,5,0,0,1,0,0,0,"0","1","0","0","1","0"
"2532","Edensor Park",1,1,1,58,94,0,12,13,0,0,0,0,0,1,"0","1","0","0","1","0"
"2533","Chippendale",1,2,2,185,95,100,196,68,1,0,1,0,1,0,"1","0","0","1","0","0"
"2534","Waterloo",2,3,3,300,91,0,184,47,0,0,1,0,1,0,"1","0","0","1","0","0"
"2535","Maroubra",2,3,3,390,100,0,12,66,0,0,1,0,0,1,"1","0","0","0","1","0"
"2536","Bondi Beach",1,2,2,148,80,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2537","Coogee",1,1,1,70,95,0,12,68,0,1,0,0,0,1,"0","1","0","1","0","0"
"2538","Pennant Hills",1,1,2,98,91,20,32,55,1,0,0,0,0,1,"1","0","0","1","0","0"
"2539","Sydney",1,1,1,321,93,400,172,59,1,0,1,1,0,0,"1","0","0","1","0","0"
"2540","Coogee",1,1,1,75,94,0,12,71,0,1,0,0,0,1,"0","1","0","1","0","0"
"2541","Bronte",1,1,1,80,100,20,28,71,0,1,0,0,0,1,"0","1","0","1","0","0"
"2542","Wahroonga",1,1,1,50,100,60,56,16,0,0,0,0,0,0,"0","1","0","0","1","0"
"2543","Glebe",1,1,1,80,93,0,236,65,1,0,0,0,1,0,"0","1","0","0","1","0"
"2544","Rozelle",1,0,2,135,92,80,224,66,1,0,0,0,1,0,"1","0","0","1","0","0"
"2545","Wahroonga",1,1,1,70,100,60,56,16,0,0,0,0,0,0,"0","1","0","0","1","0"
"2546","North Bondi",2,3,4,451,100,0,48,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2547","Redfern",1,1,1,68,98,20,204,57,1,0,0,0,1,0,"1","0","0","0","0","1"
"2548","St Leonards",1,1,1,95,93,40,192,84,1,0,1,0,0,1,"0","1","0","1","0","0"
"2549","Fairlight",1,1,1,50,98,0,84,54,0,1,0,0,0,0,"0","1","0","1","0","0"
"2550","Roseville",2,1,1,60,90,0,124,82,1,0,0,0,0,1,"0","1","0","1","0","0"
"2551","Waverley",1,1,1,80,92,20,56,68,1,0,1,0,0,1,"0","1","0","1","0","0"
"2552","Manly",1,1,4,198,96,100,52,30,0,1,0,0,0,0,"1","0","0","1","0","0"
"2553","Birchgrove",1,1,1,180,100,80,240,73,0,0,1,0,1,0,"1","0","0","0","1","0"
"2554","Chatswood",1,1,2,129,73,160,84,100,1,0,0,0,0,1,"1","0","0","1","0","0"
"2555","North Bondi",1,2,2,198,85,0,36,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2556","Bondi Beach",2,1,1,220,100,0,40,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"2557","Randwick",1,3,1,139,96,0,52,67,0,0,1,0,0,1,"1","0","0","0","1","0"
"2558","Surry Hills",1.5,3,7,376,93,180,196,56,1,0,1,1,0,0,"1","0","0","0","1","0"
"2559","Newtown",1,1,1,119,100,20,212,59,1,0,0,0,1,0,"1","0","0","1","0","0"
"2560","Rozelle",1,1,1,125,100,20,240,70,0,0,0,0,1,0,"1","0","0","1","0","0"
"2561","Bronte",1,1,2,110,93,20,8,76,0,1,0,0,0,1,"1","0","0","1","0","0"
"2562","Darling Point",1,1,1,75,97,60,216,57,1,0,1,0,1,0,"0","1","0","1","0","0"
"2563","Darlinghurst",1,1,1,170,97,80,216,54,1,0,1,0,1,0,"0","1","0","1","0","0"
"2564","Marrickville",1.5,2,4,145,93,40,60,75,1,0,0,0,0,1,"1","0","0","0","1","0"
"2565","Marsfield",2,2,2,169,75,0,80,51,0,0,0,0,0,0,"1","0","0","0","1","0"
"2566","Alexandria",1,1,1,75,95,20,204,56,1,0,0,0,1,0,"1","0","0","1","0","0"
"2567","Vaucluse",1,2,2,249,90,40,80,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"2568","Randwick",1,1,1,89,96,0,52,67,0,0,1,0,0,1,"0","1","0","1","0","0"
"2569","Randwick",1,1,1,25,92,0,36,71,0,0,1,0,0,1,"0","0","1","1","0","0"
"2570","Bondi",1,2,2,200,92,0,56,67,0,0,1,0,0,1,"1","0","0","1","0","0"
"2571","Bellevue Hill",1,2,2,211,100,0,92,69,0,0,1,0,0,1,"1","0","0","1","0","0"
"2572","Avalon",2,5,6,700,100,0,20,3,0,1,0,0,0,0,"1","0","0","0","1","0"
"2573","Pyrmont",1,1,1,90,90,80,224,68,1,0,0,0,1,0,"0","1","0","1","0","0"
"2574","Waterloo",1,1,1,90,97,0,196,47,0,0,1,0,1,0,"0","1","0","1","0","0"
"2575","Randwick",1,1,2,60,89,0,20,74,0,0,1,0,0,1,"0","1","0","1","0","0"
"2576","Bondi",1,1,2,139,91,0,52,67,0,0,1,0,0,1,"1","0","0","1","0","0"
"2577","Cremorne",2,2,4,130,80,0,228,58,0,1,0,0,0,1,"1","0","0","1","0","0"
"2578","Summer Hill",2,5,5,400,80,0,108,86,1,0,0,0,0,1,"1","0","0","0","1","0"
"2579","Darlinghurst",1,0,1,160,89,120,208,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"2580","Rozelle",1.5,1,1,90,100,20,240,74,1,0,0,0,1,0,"0","1","0","0","1","0"
"2581","Enmore",1.5,1,1,150,97,0,132,70,1,0,0,0,1,0,"1","0","0","0","1","0"
"2582","Potts Point",1,2,2,180,93,40,228,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"2583","Merrylands",5,1,1,55,89,0,192,27,0,0,0,0,1,0,"0","1","0","0","1","0"
"2584","Redfern",1,1,1,59,100,40,196,60,1,0,1,0,1,0,"0","1","0","0","1","0"
"2585","Manly Vale",1,1,1,90,90,0,48,45,0,0,1,0,0,0,"0","1","0","0","1","0"
"2586","Bondi Beach",2,1,1,50,70,0,44,70,0,1,0,0,0,1,"0","1","0","0","1","0"
"2587","Tamarama",1,1,1,135,100,20,24,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"2588","Sydney",1.5,2,2,300,93,20,204,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"2589","Bronte",1,1,1,75,100,20,8,73,0,1,0,0,0,1,"0","1","0","1","0","0"
"2590","Manly",1,1,1,150,100,80,60,47,0,1,0,0,0,0,"0","1","0","1","0","0"
"2591","Woollahra",1.5,1,1,101,100,20,160,50,1,0,1,0,1,0,"0","1","0","0","1","0"
"2592","Clovelly",2,4,5,500,100,20,8,74,0,1,0,0,0,1,"1","0","0","0","1","0"
"2593","Bondi",1,1,2,211,97,0,56,67,0,0,1,0,0,1,"1","0","0","1","0","0"
"2594","Fairlight",1,2,2,376,93,100,56,46,0,1,0,0,0,0,"1","0","0","0","1","0"
"2595","Rose Bay",1,1,1,101,73,0,152,58,0,0,1,0,1,0,"1","0","0","1","0","0"
"2596","North Bondi",1,2,2,249,94,0,36,62,0,1,0,0,0,1,"1","0","0","1","0","0"
"2597","Bondi",1,1,1,110,94,0,52,66,0,1,0,0,0,1,"0","1","0","1","0","0"
"2598","Newtown",1,0,1,139,87,20,212,57,1,0,0,0,1,0,"1","0","0","1","0","0"
"2599","Waterloo",1,1,1,101,98,20,164,57,1,0,0,0,1,0,"0","1","0","0","1","0"
"2600","Woollahra",1,1,1,139,96,20,140,53,1,0,1,0,1,0,"0","1","0","1","0","0"
"2601","Manly",2,2,8,599,91,80,56,39,0,1,0,0,0,0,"1","0","0","0","1","0"
"2602","Manly Vale",3,4,5,425,80,0,56,50,0,0,1,0,0,0,"1","0","0","0","1","0"
"2603","Bondi Beach",2,2,3,350,80,0,52,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"2604","Paddington",1.5,3,3,430,87,60,220,55,1,0,1,0,1,0,"1","0","0","0","1","0"
"2605","St Ives",2,3,3,200,100,0,48,25,0,0,0,0,0,0,"1","0","0","0","1","0"
"2606","Bondi Beach",1,2,3,257,97,0,52,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"2607","Surry Hills",1,2,2,220,94,80,196,62,1,0,1,0,1,0,"1","0","0","0","1","0"
"2608","Chippendale",1,2,2,200,92,80,200,67,1,0,0,0,1,0,"1","0","0","1","0","0"
"2609","Bondi Beach",2,2,2,245,93,0,52,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"2610","Paddington",1,0,1,109,100,40,192,57,0,0,1,0,1,0,"1","0","0","1","0","0"
"2611","Clovelly",1,1,1,64,89,0,84,60,0,0,1,0,1,0,"0","1","0","0","1","0"
"2612","Rosebery",2,4,4,249,100,20,84,69,1,0,0,0,1,0,"1","0","0","1","0","0"
"2613","Rose Bay, Sydney",2.5,3,4,300,100,0,88,69,0,0,1,0,0,1,"1","0","0","0","1","0"
"2614","Blacktown",2.5,1,2,80,93,0,12,6,0,0,0,0,0,0,"0","1","0","0","1","0"
"2615","Vaucluse",3,4,8,499,100,100,68,68,0,1,0,0,0,1,"1","0","0","0","1","0"
"2616","Woolloomooloo",1,1,1,129,95,120,204,59,1,0,1,0,1,0,"0","1","0","1","0","0"
"2617","Annandale",2,4,5,338,73,60,212,67,1,0,0,0,1,0,"1","0","0","0","1","0"
"2618","Leichhardt",1,1,1,55,96,60,204,66,1,0,0,0,1,0,"0","1","0","0","1","0"
"2619","Paddington",1,1,2,135,96,40,196,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"2620","Randwick",2,2,1,80,80,0,24,74,0,0,1,0,0,1,"1","0","0","1","0","0"
"2621","North Sydney",1,1,1,125,86,80,260,53,1,0,1,0,1,0,"1","0","0","1","0","0"
"2622","Manly",1,1,1,70,91,100,36,38,0,1,0,0,0,0,"0","1","0","0","1","0"
"2623","Castle Hill",1,1,2,127,98,0,8,51,0,0,0,0,0,1,"1","0","0","0","1","0"
"2624","Sydney CBD",1,0,3,200,90,80,216,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"2625","Rhodes",1,1,1,89,99,0,76,110,1,0,0,0,0,1,"0","1","0","1","0","0"
"2626","Coogee",1,1,1,75,96,0,16,74,0,0,1,0,0,1,"0","1","0","1","0","0"
"2627","St Leonards",2,2,2,300,100,40,192,84,1,0,1,0,0,1,"1","0","0","1","0","0"
"2628","Manly",1,0,2,119,91,100,48,42,0,1,0,0,0,0,"1","0","0","1","0","0"
"2629","Sydney",2,2,2,599,100,140,196,68,1,0,1,1,0,0,"1","0","0","1","0","0"
